# Write CSV with Y only data
0, 0.000000000000000000e+00
1, 6.931471805599452862e-01
2, 1.098612288668109560e+00
3, 1.386294361119890572e+00
4, 1.609437912434100282e+00
5, 1.791759469228054957e+00
6, 1.945910149055313232e+00
7, 2.079441541679835748e+00
8, 2.197224577336219564e+00
9, 2.302585092994045901e+00
10, 2.397895272798370669e+00
11, 2.484906649788000355e+00
12, 2.564949357461536739e+00
13, 2.639057329615258851e+00
14, 2.708050201102210064e+00
15, 2.772588722239781145e+00
16, 2.833213344056216165e+00
17, 2.890371757896164517e+00
18, 2.944438979166440262e+00
19, 2.995732273553990854e+00
20, 3.044522437723423014e+00
21, 3.091042453358316067e+00
22, 3.135494215929149675e+00
23, 3.178053830347945752e+00
24, 3.218875824868200564e+00
25, 3.258096538021482136e+00
26, 3.295836866004329124e+00
27, 3.332204510175203804e+00
28, 3.367295829986474143e+00
29, 3.401197381662155461e+00
30, 3.433987204485146272e+00
31, 3.465735902799726542e+00
32, 3.496507561466480229e+00
33, 3.526360524616161563e+00
34, 3.555348061489413514e+00
35, 3.583518938456109915e+00
36, 3.610917912644224348e+00
37, 3.637586159726385659e+00
38, 3.663561646129646299e+00
39, 3.688879454113936252e+00
40, 3.713572066704307950e+00
41, 3.737669618283368411e+00
42, 3.761200115693562385e+00
43, 3.784189633918261020e+00
44, 3.806662489770319624e+00
45, 3.828641396489095072e+00
46, 3.850147601710058431e+00
47, 3.871201010907890705e+00
48, 3.891820298110626464e+00
49, 3.912023005428145961e+00
50, 3.931825632724325725e+00
51, 3.951243718581427533e+00
52, 3.970291913552121965e+00
53, 3.988984046564274522e+00
54, 4.007333185232471173e+00
55, 4.025351690735149646e+00
56, 4.043051267834550266e+00
57, 4.060443010546419096e+00
58, 4.077537443905719705e+00
59, 4.094344562222100414e+00
60, 4.110873864173311354e+00
61, 4.127134385045091669e+00
62, 4.143134726391532574e+00
63, 4.158883083359671495e+00
64, 4.174387269895636798e+00
65, 4.189654742026425183e+00
66, 4.204692619390965724e+00
67, 4.219507705176106960e+00
68, 4.234106504597259679e+00
69, 4.248495242049359355e+00
70, 4.262679877041315457e+00
71, 4.276666119016055312e+00
72, 4.290459441148390951e+00
73, 4.304065093204169301e+00
74, 4.317488113536310124e+00
75, 4.330733340286331057e+00
76, 4.343805421853684123e+00
77, 4.356708826689591696e+00
78, 4.369447852467021498e+00
79, 4.382026634673881205e+00
80, 4.394449154672439128e+00
81, 4.406719247264253347e+00
82, 4.418840607796598263e+00
83, 4.430816798843313364e+00
84, 4.442651256490316669e+00
85, 4.454347296253507338e+00
86, 4.465908118654583703e+00
87, 4.477336814478206861e+00
88, 4.488636369732139642e+00
89, 4.499809670330265021e+00
90, 4.510859506516849748e+00
91, 4.521788577049040470e+00
92, 4.532599493153256276e+00
93, 4.543294782270003829e+00
94, 4.553876891600540766e+00
95, 4.564348191467836102e+00
96, 4.574710978503382819e+00
97, 4.584967478670572305e+00
98, 4.595119850134589790e+00
99, 4.605170185988091802e+00
100, 4.615120516841259679e+00
101, 4.624972813284270678e+00
102, 4.634728988229635860e+00
103, 4.644390899141372486e+00
104, 4.653960350157523074e+00
105, 4.663439094112066918e+00
106, 4.672828834461905778e+00
107, 4.682131227124219919e+00
108, 4.691347882229143451e+00
109, 4.700480365792416571e+00
110, 4.709530201312333908e+00
111, 4.718498871295094155e+00
112, 4.727387818712340817e+00
113, 4.736198448394495664e+00
114, 4.744932128363250179e+00
115, 4.753590191106364493e+00
116, 4.762173934797756303e+00
117, 4.770684624465665102e+00
118, 4.779123493111529619e+00
119, 4.787491742782045812e+00
120, 4.795790545596741339e+00
121, 4.804021044733256751e+00
122, 4.812184355372417066e+00
123, 4.820281565605037066e+00
124, 4.828313737302301512e+00
125, 4.836281906951477971e+00
126, 4.844187086458591196e+00
127, 4.852030263919616893e+00
128, 4.859812404361671945e+00
129, 4.867534450455582196e+00
130, 4.875197323201151178e+00
131, 4.882801922586370580e+00
132, 4.890349128221753716e+00
133, 4.897839799950911122e+00
134, 4.905274778438429628e+00
135, 4.912654885736052357e+00
136, 4.919980925828125073e+00
137, 4.927253685157205076e+00
138, 4.934473933130691492e+00
139, 4.941642422609303864e+00
140, 4.948759890378168436e+00
141, 4.955827057601260854e+00
142, 4.962844630259906964e+00
143, 4.969813299576000709e+00
144, 4.976733742420574202e+00
145, 4.983606621708336348e+00
146, 4.990432586778736024e+00
147, 4.997212273764114698e+00
148, 5.003946305945459194e+00
149, 5.010635294096255521e+00
150, 5.017279836814924288e+00
151, 5.023880520846276454e+00
152, 5.030437921392435285e+00
153, 5.036952602413629521e+00
154, 5.043425116919246776e+00
155, 5.049856007249537093e+00
156, 5.056245805348307698e+00
157, 5.062595033026966895e+00
158, 5.068904202220231525e+00
159, 5.075173815233826602e+00
160, 5.081404364984463129e+00
161, 5.087596335232383638e+00
162, 5.093750200806762329e+00
163, 5.099866427824198745e+00
164, 5.105945473900580289e+00
165, 5.111987788356543660e+00
166, 5.117993812416755439e+00
167, 5.123963979403258762e+00
168, 5.129898714923073477e+00
169, 5.135798437050262066e+00
170, 5.141663556502660271e+00
171, 5.147494476813452735e+00
172, 5.153291594497779293e+00
173, 5.159055299214529100e+00
174, 5.164785973923514462e+00
175, 5.170483995038152258e+00
176, 5.176149732573828821e+00
177, 5.181783550292085039e+00
178, 5.187385805840754927e+00
179, 5.192956850890210418e+00
180, 5.198497031265826074e+00
181, 5.204006687076795146e+00
182, 5.209486152841421358e+00
183, 5.214935757608985867e+00
184, 5.220355825078324408e+00
185, 5.225746673713201673e+00
186, 5.231108616854586835e+00
187, 5.236441962829949226e+00
188, 5.241747015059642578e+00
189, 5.247024072160486163e+00
190, 5.252273428046629888e+00
191, 5.257495372027781499e+00
192, 5.262690188904885602e+00
193, 5.267858159063328216e+00
194, 5.272999558563746803e+00
195, 5.278114659230517702e+00
196, 5.283203728737988492e+00
197, 5.288267030694535187e+00
198, 5.293304824724492263e+00
199, 5.298317366548036311e+00
200, 5.303304908059075728e+00
201, 5.308267697401205076e+00
202, 5.313205979041787153e+00
203, 5.318119993844216076e+00
204, 5.323009979138408454e+00
205, 5.327876168789581257e+00
206, 5.332718793265368795e+00
207, 5.337538079701317884e+00
208, 5.342334251964810932e+00
209, 5.347107530717468471e+00
210, 5.351858133476066648e+00
211, 5.356586274672012316e+00
212, 5.361292165709425461e+00
213, 5.365976015021851175e+00
214, 5.370638028127662444e+00
215, 5.375278407684165316e+00
216, 5.379897353540459726e+00
217, 5.384495062789088848e+00
218, 5.389071729816500955e+00
219, 5.393627546352361080e+00
220, 5.398162701517752460e+00
221, 5.402677381872279305e+00
222, 5.407171771460118848e+00
223, 5.411646051855039552e+00
224, 5.416100402204420128e+00
225, 5.420534999272286214e+00
226, 5.424950017481402931e+00
227, 5.429345628954441061e+00
228, 5.433722003554239954e+00
229, 5.438079308923195576e+00
230, 5.442417710521793239e+00
231, 5.446737371666309890e+00
232, 5.451038453565700159e+00
233, 5.455321115357701700e+00
234, 5.459585514144158935e+00
235, 5.463831805025610500e+00
236, 5.468060141135131502e+00
237, 5.472270673671475016e+00
238, 5.476463551931511020e+00
239, 5.480638923341991209e+00
240, 5.484796933490654780e+00
241, 5.488937726156686736e+00
242, 5.493061443340548244e+00
243, 5.497168225293202148e+00
244, 5.501258210544727412e+00
245, 5.505331535932362463e+00
246, 5.509388336627977445e+00
247, 5.513428746164982464e+00
248, 5.517452896464707379e+00
249, 5.521460917862246021e+00
250, 5.525452939131783481e+00
251, 5.529429087511423369e+00
252, 5.533389488727520344e+00
253, 5.537334267018536593e+00
254, 5.541263545158425785e+00
255, 5.545177444479562290e+00
256, 5.549076084895220085e+00
257, 5.552959584921617342e+00
258, 5.556828061699537358e+00
259, 5.560681631015527593e+00
260, 5.564520407322693707e+00
261, 5.568344503761096576e+00
262, 5.572154032177764726e+00
263, 5.575949103146315977e+00
